ParkName;Date;RecreationVisits
Apostle Islands NL;01/10/2002;7411
Apostle Islands NL;01/11/2002;966
Apostle Islands NL;01/12/2002;854
Apostle Islands NL;01/01/2003;1350
Apostle Islands NL;01/02/2003;3476
Apostle Islands NL;01/03/2003;4511
Apostle Islands NL;01/04/2003;1454
Apostle Islands NL;01/05/2003;5728
Apostle Islands NL;01/06/2003;21880
Apostle Islands NL;01/07/2003;58430
Apostle Islands NL;01/08/2003;55763
Apostle Islands NL;01/09/2003;9413
Apostle Islands NL;01/10/2003;5161
Apostle Islands NL;01/11/2003;1866
Apostle Islands NL;01/12/2003;667
Apostle Islands NL;01/01/2004;1074
Apostle Islands NL;01/02/2004;5305
Apostle Islands NL;01/03/2004;1543
Apostle Islands NL;01/04/2004;2135
Apostle Islands NL;01/05/2004;5400
Apostle Islands NL;01/06/2004;18426
Apostle Islands NL;01/07/2004;41800
Apostle Islands NL;01/08/2004;43393
Apostle Islands NL;01/09/2004;21597
Apostle Islands NL;01/10/2004;9561
Apostle Islands NL;01/11/2004;989
Apostle Islands NL;01/12/2004;658
Apostle Islands NL;01/01/2005;1797
Apostle Islands NL;01/02/2005;2329
Apostle Islands NL;01/03/2005;2201
Apostle Islands NL;01/04/2005;2007
Apostle Islands NL;01/05/2005;6498
Apostle Islands NL;01/06/2005;16451
Apostle Islands NL;01/07/2005;53739
Apostle Islands NL;01/08/2005;54870
Apostle Islands NL;01/09/2005;18856
Apostle Islands NL;01/10/2005;11846
Apostle Islands NL;01/11/2005;2490
Apostle Islands NL;01/12/2005;2161
Apostle Islands NL;01/01/2006;1266
Apostle Islands NL;01/02/2006;1673
Apostle Islands NL;01/03/2006;2259
Apostle Islands NL;01/04/2006;2937
Apostle Islands NL;01/05/2006;10603
Apostle Islands NL;01/06/2006;27268
Apostle Islands NL;01/07/2006;44982
Apostle Islands NL;01/08/2006;55419
Apostle Islands NL;01/09/2006;29933
Apostle Islands NL;01/10/2006;8844
Apostle Islands NL;01/11/2006;2059
Apostle Islands NL;01/12/2006;1808
Apostle Islands NL;01/01/2007;2562
Apostle Islands NL;01/02/2007;3925
Apostle Islands NL;01/03/2007;2148
Apostle Islands NL;01/04/2007;3550
Apostle Islands NL;01/05/2007;9552
Apostle Islands NL;01/06/2007;21270
Apostle Islands NL;01/07/2007;55307
Apostle Islands NL;01/08/2007;54559
Apostle Islands NL;01/09/2007;18966
Apostle Islands NL;01/10/2007;7309
Apostle Islands NL;01/11/2007;1382
Apostle Islands NL;01/12/2007;1866
Apostle Islands NL;01/01/2008;1854
Apostle Islands NL;01/02/2008;6055
Apostle Islands NL;01/03/2008;6039
Apostle Islands NL;01/04/2008;2051
Apostle Islands NL;01/05/2008;7813
Apostle Islands NL;01/06/2008;18136
Apostle Islands NL;01/07/2008;41575
Apostle Islands NL;01/08/2008;42520
Apostle Islands NL;01/09/2008;16235
Apostle Islands NL;01/10/2008;17750
Apostle Islands NL;01/11/2008;1942
Apostle Islands NL;01/12/2008;901
Apostle Islands NL;01/01/2009;2248
Apostle Islands NL;01/02/2009;6122
Apostle Islands NL;01/03/2009;4294
Apostle Islands NL;01/04/2009;3032
Apostle Islands NL;01/05/2009;7629
Apostle Islands NL;01/06/2009;22966
Apostle Islands NL;01/07/2009;43571
Apostle Islands NL;01/08/2009;45558
Apostle Islands NL;01/09/2009;24566
Apostle Islands NL;01/10/2009;6541
Apostle Islands NL;01/11/2009;2256
Apostle Islands NL;01/12/2009;1419
Apostle Islands NL;01/01/2010;2083
Apostle Islands NL;01/02/2010;4013
Apostle Islands NL;01/03/2010;3437
Apostle Islands NL;01/04/2010;4354
Apostle Islands NL;01/05/2010;7878
Apostle Islands NL;01/06/2010;21539
Apostle Islands NL;01/07/2010;37694
Apostle Islands NL;01/08/2010;46911
Apostle Islands NL;01/09/2010;16777
Apostle Islands NL;01/10/2010;7459
Apostle Islands NL;01/11/2010;3147
Apostle Islands NL;01/12/2010;1653
Apostle Islands NL;01/01/2011;2086
Apostle Islands NL;01/02/2011;3705
Apostle Islands NL;01/03/2011;1982
Apostle Islands NL;01/04/2011;2274
Apostle Islands NL;01/05/2011;7856
Apostle Islands NL;01/06/2011;17897
Apostle Islands NL;01/07/2011;60498
Apostle Islands NL;01/08/2011;46053
Apostle Islands NL;01/09/2011;19304
Apostle Islands NL;01/10/2011;10515
Apostle Islands NL;01/11/2011;2315
Apostle Islands NL;01/12/2011;1555
Apostle Islands NL;01/01/2012;1411
Apostle Islands NL;01/02/2012;1955
Apostle Islands NL;01/03/2012;3300
Apostle Islands NL;01/04/2012;3961
Apostle Islands NL;01/05/2012;8424
Apostle Islands NL;01/06/2012;21458
Apostle Islands NL;01/07/2012;47388
Apostle Islands NL;01/08/2012;45963
Apostle Islands NL;01/09/2012;19915
Apostle Islands NL;01/10/2012;6971
Apostle Islands NL;01/11/2012;1813
Apostle Islands NL;01/12/2012;860
Apostle Islands NL;01/01/2013;1712
Apostle Islands NL;01/02/2013;1848
Apostle Islands NL;01/03/2013;1473
Apostle Islands NL;01/04/2013;2948
Apostle Islands NL;01/05/2013;6513
Apostle Islands NL;01/06/2013;23334
Apostle Islands NL;01/07/2013;36425
Apostle Islands NL;01/08/2013;45600
Apostle Islands NL;01/09/2013;19422
Apostle Islands NL;01/10/2013;6504
Apostle Islands NL;01/11/2013;1829
Apostle Islands NL;01/12/2013;948
Apostle Islands NL;01/01/2014;12824
Apostle Islands NL;01/02/2014;68392
Apostle Islands NL;01/03/2014;65536
Apostle Islands NL;01/04/2014;998
Apostle Islands NL;01/05/2014;7972
Apostle Islands NL;01/06/2014;21671
Apostle Islands NL;01/07/2014;31499
Apostle Islands NL;01/08/2014;49734
Apostle Islands NL;01/09/2014;19723
Apostle Islands NL;01/10/2014;8189
Apostle Islands NL;01/11/2014;2461
Apostle Islands NL;01/12/2014;1060
Apostle Islands NL;01/01/2015;1831
Apostle Islands NL;01/02/2015;9818
Apostle Islands NL;01/03/2015;35092
Apostle Islands NL;01/04/2015;2849
Apostle Islands NL;01/05/2015;5908
Apostle Islands NL;01/06/2015;23867
Apostle Islands NL;01/07/2015;53910
Apostle Islands NL;01/08/2015;58277
Apostle Islands NL;01/09/2015;26057
Apostle Islands NL;01/10/2015;10962
Apostle Islands NL;01/11/2015;2344
Apostle Islands NL;01/12/2015;1747
Apostle Islands NL;01/01/2016;1705
Apostle Islands NL;01/02/2016;1803
Apostle Islands NL;01/03/2016;2515
Apostle Islands NL;01/04/2016;2129
Apostle Islands NL;01/05/2016;9862
Apostle Islands NL;01/06/2016;25404
Apostle Islands NL;01/07/2016;41773
Apostle Islands NL;01/08/2016;56166
Apostle Islands NL;01/09/2016;26710
Apostle Islands NL;01/10/2016;12078
Apostle Islands NL;01/11/2016;2245
Apostle Islands NL;01/12/2016;1406
Apostle Islands NL;01/01/2017;1666
Apostle Islands NL;01/02/2017;2283
Apostle Islands NL;01/03/2017;2399
Apostle Islands NL;01/04/2017;4040
Apostle Islands NL;01/05/2017;10300
Apostle Islands NL;01/06/2017;25417
Apostle Islands NL;01/07/2017;59730
Apostle Islands NL;01/08/2017;51733
Apostle Islands NL;01/09/2017;27388
Apostle Islands NL;01/10/2017;14114
Apostle Islands NL;01/11/2017;2775
Apostle Islands NL;01/12/2017;1576
Apostle Islands NL;01/01/2018;3831
Apostle Islands NL;01/02/2018;4990
Apostle Islands NL;01/03/2018;3461
Apostle Islands NL;01/04/2018;4234
Apostle Islands NL;01/05/2018;16245
Apostle Islands NL;01/06/2018;33439
Apostle Islands NL;01/07/2018;64317
Apostle Islands NL;01/08/2018;66013
Apostle Islands NL;01/09/2018;34295
Apostle Islands NL;01/10/2018;14030
Apostle Islands NL;01/11/2018;3201
Apostle Islands NL;01/12/2018;4864
Apostle Islands NL;01/01/2019;0
Apostle Islands NL;01/02/2019;4424
Apostle Islands NL;01/03/2019;4602
Apostle Islands NL;01/04/2019;4311
Apostle Islands NL;01/05/2019;14080
Apostle Islands NL;01/06/2019;31904
Apostle Islands NL;01/07/2019;67657
Apostle Islands NL;01/08/2019;64711
Apostle Islands NL;01/09/2019;30468
Apostle Islands NL;01/10/2019;14045
Apostle Islands NL;01/11/2019;2537
Apostle Islands NL;01/12/2019;1874
Arches NP;01/01/1979;2970
Arches NP;01/02/1979;3135
Arches NP;01/03/1979;14659
Arches NP;01/04/1979;31818
Arches NP;01/05/1979;39266
Arches NP;01/06/1979;43503
Arches NP;01/07/1979;36524
Arches NP;01/08/1979;43309
Arches NP;01/09/1979;30813
Arches NP;01/10/1979;15273
Arches NP;01/11/1979;5492
Arches NP;01/12/1979;3078
Arches NP;01/01/1980;3599
Arches NP;01/02/1980;4687
Arches NP;01/03/1980;15915
Arches NP;01/04/1980;27050
Arches NP;01/05/1980;39099
Arches NP;01/06/1980;47171
Arches NP;01/07/1980;43685
Arches NP;01/08/1980;47837
Arches NP;01/09/1980;31387
Arches NP;01/10/1980;16983
Arches NP;01/11/1980;7481
Arches NP;01/12/1980;5625
Arches NP;01/01/1981;7144
Arches NP;01/02/1981;6275
Arches NP;01/03/1981;17024
Arches NP;01/04/1981;30543
Arches NP;01/05/1981;41614
Arches NP;01/06/1981;51670
Arches NP;01/07/1981;48711
Arches NP;01/08/1981;52953
Arches NP;01/09/1981;35795
Arches NP;01/10/1981;20656
Arches NP;01/11/1981;10157
Arches NP;01/12/1981;3966
Arches NP;01/01/1982;5531
Arches NP;01/02/1982;6897
Arches NP;01/03/1982;19703
Arches NP;01/04/1982;29711
Arches NP;01/05/1982;43011
Arches NP;01/06/1982;55267
Arches NP;01/07/1982;53035
Arches NP;01/08/1982;52025
Arches NP;01/09/1982;36934
Arches NP;01/10/1982;18992
Arches NP;01/11/1982;10845
Arches NP;01/12/1982;7464
Arches NP;01/01/1983;4672
Arches NP;01/02/1983;6993
Arches NP;01/03/1983;14734
Arches NP;01/04/1983;20073
Arches NP;01/05/1983;34040
Arches NP;01/06/1983;38975
Arches NP;01/07/1983;50659
Arches NP;01/08/1983;50320
Arches NP;01/09/1983;36578
Arches NP;01/10/1983;20107
Arches NP;01/11/1983;7384
Arches NP;01/12/1983;3340
Arches NP;01/01/1984;4021
Arches NP;01/02/1984;4601
Arches NP;01/03/1984;16732
Arches NP;01/04/1984;30806
Arches NP;01/05/1984;44454
Arches NP;01/06/1984;58744
Arches NP;01/07/1984;55728
Arches NP;01/08/1984;57412
Arches NP;01/09/1984;42668
Arches NP;01/10/1984;18121
Arches NP;01/11/1984;7059
Arches NP;01/12/1984;4834
Arches NP;01/01/1985;4727
Arches NP;01/02/1985;4944
Arches NP;01/03/1985;18033
Arches NP;01/04/1985;36032
Arches NP;01/05/1985;50174
Arches NP;01/06/1985;56588
Arches NP;01/07/1985;54484
Arches NP;01/08/1985;61538
Arches NP;01/09/1985;44554
Arches NP;01/10/1985;21037
Arches NP;01/11/1985;6217
Arches NP;01/12/1985;5136
Arches NP;01/01/1986;7070
Arches NP;01/02/1986;6762
Arches NP;01/03/1986;33700
Arches NP;01/04/1986;36042
Arches NP;01/05/1986;53931
Arches NP;01/06/1986;62158
Arches NP;01/07/1986;63528
Arches NP;01/08/1986;68397
Arches NP;01/09/1986;49456
Arches NP;01/10/1986;23414
Arches NP;01/11/1986;8425
Arches NP;01/12/1986;6561
Arches NP;01/01/1987;6015
Arches NP;01/02/1987;6957
Arches NP;01/03/1987;22167
Arches NP;01/04/1987;43965
Arches NP;01/05/1987;63510
Arches NP;01/06/1987;69019
Arches NP;01/07/1987;71987
Arches NP;01/08/1987;80492
Arches NP;01/09/1987;60969
Arches NP;01/10/1987;28961
Arches NP;01/11/1987;9904
Arches NP;01/12/1987;4970
Arches NP;01/01/1988;4145
Arches NP;01/02/1988;6674
Arches NP;01/03/1988;31382
Arches NP;01/04/1988;45863
Arches NP;01/05/1988;68712
Arches NP;01/06/1988;79183
Arches NP;01/07/1988;77160
Arches NP;01/08/1988;80219
Arches NP;01/09/1988;75694
Arches NP;01/10/1988;34808
Arches NP;01/11/1988;11253
Arches NP;01/12/1988;5362
Arches NP;01/01/1989;4687
Arches NP;01/02/1989;5683
Arches NP;01/03/1989;41135
Arches NP;01/04/1989;51807
Arches NP;01/05/1989;75599
Arches NP;01/06/1989;80321
Arches NP;01/07/1989;78010
Arches NP;01/08/1989;88731
Arches NP;01/09/1989;69361
Arches NP;01/10/1989;37592
Arches NP;01/11/1989;15113
Arches NP;01/12/1989;7770
Arches NP;01/01/1990;6440
Arches NP;01/02/1990;8444
Arches NP;01/03/1990;42372
Arches NP;01/04/1990;71479
Arches NP;01/05/1990;84912
Arches NP;01/06/1990;90154
Arches NP;01/07/1990;84017
Arches NP;01/08/1990;97265
Arches NP;01/09/1990;72310
Arches NP;01/10/1990;40923
Arches NP;01/11/1990;15192
Arches NP;01/12/1990;7211
Arches NP;01/01/1991;6307
Arches NP;01/02/1991;11453
Arches NP;01/03/1991;45466
Arches NP;01/04/1991;60081
Arches NP;01/05/1991;93762
Arches NP;01/06/1991;104120
Arches NP;01/07/1991;103591
Arches NP;01/08/1991;116516
Arches NP;01/09/1991;90407
Arches NP;01/10/1991;51260
Arches NP;01/11/1991;14808
Arches NP;01/12/1991;8111
Arches NP;01/01/1992;8016
Arches NP;01/02/1992;12779
Arches NP;01/03/1992;50228
Arches NP;01/04/1992;82025
Arches NP;01/05/1992;104639
Arches NP;01/06/1992;109882
Arches NP;01/07/1992;119021
Arches NP;01/08/1992;124840
Arches NP;01/09/1992;104561
Arches NP;01/10/1992;58839
Arches NP;01/11/1992;18150
Arches NP;01/12/1992;6851
Arches NP;01/01/1993;6036
Arches NP;01/02/1993;8599
Arches NP;01/03/1993;43551
Arches NP;01/04/1993;74542
Arches NP;01/05/1993;103852
Arches NP;01/06/1993;102396
Arches NP;01/07/1993;116886
Arches NP;01/08/1993;118500
Arches NP;01/09/1993;111614
Arches NP;01/10/1993;60523
Arches NP;01/11/1993;18951
Arches NP;01/12/1993;8228
Arches NP;01/01/1994;9904
Arches NP;01/02/1994;12348
Arches NP;01/03/1994;53504
Arches NP;01/04/1994;74096
Arches NP;01/05/1994;103871
Arches NP;01/06/1994;98464
Arches NP;01/07/1994;109497
Arches NP;01/08/1994;115008
Arches NP;01/09/1994;110027
Arches NP;01/10/1994;61676
Arches NP;01/11/1994;16776
Arches NP;01/12/1994;12007
Arches NP;01/01/1995;11055
Arches NP;01/02/1995;15813
Arches NP;01/03/1995;52952
Arches NP;01/04/1995;76855
Arches NP;01/05/1995;111925
Arches NP;01/06/1995;116972
Arches NP;01/07/1995;136258
Arches NP;01/08/1995;127740
Arches NP;01/09/1995;120634
Arches NP;01/10/1995;66136
Arches NP;01/11/1995;18025
Arches NP;01/12/1995;5009
Arches NP;01/01/1996;8183
Arches NP;01/02/1996;14300
Arches NP;01/03/1996;58978
Arches NP;01/04/1996;79685
Arches NP;01/05/1996;116552
Arches NP;01/06/1996;111616
Arches NP;01/07/1996;119378
Arches NP;01/08/1996;128102
Arches NP;01/09/1996;121734
Arches NP;01/10/1996;63804
Arches NP;01/11/1996;19972
Arches NP;01/12/1996;13712
Arches NP;01/01/1997;9422
Arches NP;01/02/1997;13493
Arches NP;01/03/1997;64176
Arches NP;01/04/1997;70201
Arches NP;01/05/1997;115568
Arches NP;01/06/1997;114213
Arches NP;01/07/1997;122626
Arches NP;01/08/1997;131104
Arches NP;01/09/1997;119450
Arches NP;01/10/1997;66854
Arches NP;01/11/1997;19933
Arches NP;01/12/1997;11485
Arches NP;01/01/1998;10450
Arches NP;01/02/1998;12337
Arches NP;01/03/1998;52467
Arches NP;01/04/1998;75236
Arches NP;01/05/1998;119525
Arches NP;01/06/1998;116384
Arches NP;01/07/1998;113040
Arches NP;01/08/1998;120361
Arches NP;01/09/1998;116137
Arches NP;01/10/1998;68808
Arches NP;01/11/1998;21875
Arches NP;01/12/1998;10541
Arches NP;01/01/1999;11967
Arches NP;01/02/1999;15378
Arches NP;01/03/1999;62198
Arches NP;01/04/1999;69196
Arches NP;01/05/1999;120213
Arches NP;01/06/1999;118326
Arches NP;01/07/1999;118042
Arches NP;01/08/1999;124130
Arches NP;01/09/1999;119657
Arches NP;01/10/1999;71604
Arches NP;01/11/1999;25888
Arches NP;01/12/1999;13381
Arches NP;01/01/2000;11505
Arches NP;01/02/2000;14435
Arches NP;01/03/2000;52392
Arches NP;01/04/2000;77012
Arches NP;01/05/2000;107856
Arches NP;01/06/2000;106198
Arches NP;01/07/2000;110434
Arches NP;01/08/2000;104487
Arches NP;01/09/2000;104706
Arches NP;01/10/2000;65675
Arches NP;01/11/2000;19787
Arches NP;01/12/2000;11942
Arches NP;01/01/2001;10566
Arches NP;01/02/2001;12868
Arches NP;01/03/2001;55082
Arches NP;01/04/2001;73213
Arches NP;01/05/2001;112865
Arches NP;01/06/2001;99452
Arches NP;01/07/2001;100281
Arches NP;01/08/2001;97985
Arches NP;01/09/2001;94814
Arches NP;01/10/2001;60747
Arches NP;01/11/2001;26363
Arches NP;01/12/2001;9790
Arches NP;01/01/2002;9951
Arches NP;01/02/2002;18163
Arches NP;01/03/2002;57348
Arches NP;01/04/2002;76544
Arches NP;01/05/2002;109130
Arches NP;01/06/2002;101051
Arches NP;01/07/2002;96566
Arches NP;01/08/2002;97631
Arches NP;01/09/2002;98581
Arches NP;01/10/2002;67373
Arches NP;01/11/2002;23134
Arches NP;01/12/2002;14200
Arches NP;01/01/2003;13326
Arches NP;01/02/2003;13760
Arches NP;01/03/2003;50242
Arches NP;01/04/2003;70795
Arches NP;01/05/2003;106873
Arches NP;01/06/2003;101997
Arches NP;01/07/2003;95296
Arches NP;01/08/2003;99352
Arches NP;01/09/2003;99639
Arches NP;01/10/2003;72875
Arches NP;01/11/2003;21343
Arches NP;01/12/2003;12283
Arches NP;01/01/2004;11571
Arches NP;01/02/2004;11378
Arches NP;01/03/2004;58919
Arches NP;01/04/2004;79069
Arches NP;01/05/2004;113248
Arches NP;01/06/2004;94638
Arches NP;01/07/2004;93569
Arches NP;01/08/2004;83585
Arches NP;01/09/2004;95276
Arches NP;01/10/2004;58743
Arches NP;01/11/2004;21208
Arches NP;01/12/2004;11927
Arches NP;01/01/2005;9894
Arches NP;01/02/2005;16168
Arches NP;01/03/2005;62843
Arches NP;01/04/2005;71709
Arches NP;01/05/2005;111718
Arches NP;01/06/2005;110517
Arches NP;01/07/2005;106555
Arches NP;01/08/2005;103403
Arches NP;01/09/2005;88218
Arches NP;01/10/2005;63626
Arches NP;01/11/2005;23813
Arches NP;01/12/2005;13206
Arches NP;01/01/2006;12841
Arches NP;01/02/2006;20728
Arches NP;01/03/2006;67550
Arches NP;01/04/2006;84244
Arches NP;01/05/2006;110564
Arches NP;01/06/2006;102061
Arches NP;01/07/2006;101297
Arches NP;01/08/2006;107176
Arches NP;01/09/2006;112335
Arches NP;01/10/2006;72615
Arches NP;01/11/2006;28087
Arches NP;01/12/2006;13551
Arches NP;01/01/2007;10681
Arches NP;01/02/2007;15453
Arches NP;01/03/2007;63618
Arches NP;01/04/2007;90031
Arches NP;01/05/2007;111652
Arches NP;01/06/2007;109027
Arches NP;01/07/2007;112167
Arches NP;01/08/2007;106047
Arches NP;01/09/2007;120301
Arches NP;01/10/2007;77963
Arches NP;01/11/2007;30536
Arches NP;01/12/2007;12705
Arches NP;01/01/2008;9095
Arches NP;01/02/2008;13435
Arches NP;01/03/2008;66408
Arches NP;01/04/2008;83695
Arches NP;01/05/2008;133195
Arches NP;01/06/2008;124451
Arches NP;01/07/2008;121038
Arches NP;01/08/2008;129843
Arches NP;01/09/2008;124268
Arches NP;01/10/2008;80194
Arches NP;01/11/2008;29604
Arches NP;01/12/2008;13569
Arches NP;01/01/2009;11684
Arches NP;01/02/2009;15488
Arches NP;01/03/2009;66898
Arches NP;01/04/2009;91114
Arches NP;01/05/2009;139332
Arches NP;01/06/2009;140161
Arches NP;01/07/2009;133854
Arches NP;01/08/2009;133880
Arches NP;01/09/2009;131913
Arches NP;01/10/2009;86601
Arches NP;01/11/2009;31714
Arches NP;01/12/2009;13673
Arches NP;01/01/2010;8713
Arches NP;01/02/2010;11746
Arches NP;01/03/2010;57623
Arches NP;01/04/2010;93999
Arches NP;01/05/2010;135670
Arches NP;01/06/2010;151209
Arches NP;01/07/2010;145489
Arches NP;01/08/2010;139304
Arches NP;01/09/2010;138442
Arches NP;01/10/2010;89929
Arches NP;01/11/2010;29343
Arches NP;01/12/2010;12938
Arches NP;01/01/2011;10182
Arches NP;01/02/2011;12932
Arches NP;01/03/2011;61950
Arches NP;01/04/2011;96537
Arches NP;01/05/2011;142251
Arches NP;01/06/2011;155481
Arches NP;01/07/2011;147426
Arches NP;01/08/2011;138600
Arches NP;01/09/2011;136246
Arches NP;01/10/2011;92728
Arches NP;01/11/2011;30863
Arches NP;01/12/2011;15562
Arches NP;01/01/2012;14961
Arches NP;01/02/2012;17870
Arches NP;01/03/2012;72273
Arches NP;01/04/2012;103800
Arches NP;01/05/2012;142876
Arches NP;01/06/2012;143482
Arches NP;01/07/2012;145696
Arches NP;01/08/2012;139036
Arches NP;01/09/2012;139801
Arches NP;01/10/2012;96310
Arches NP;01/11/2012;36170
Arches NP;01/12/2012;18302
Arches NP;01/01/2013;11099
Arches NP;01/02/2013;16426
Arches NP;01/03/2013;73935
Arches NP;01/04/2013;108086
Arches NP;01/05/2013;149321
Arches NP;01/06/2013;154505
Arches NP;01/07/2013;156182
Arches NP;01/08/2013;147259
Arches NP;01/09/2013;143755
Arches NP;01/10/2013;57446
Arches NP;01/11/2013;43928
Arches NP;01/12/2013;20924
Arches NP;01/01/2014;17038
Arches NP;01/02/2014;22559
Arches NP;01/03/2014;89841
Arches NP;01/04/2014;122186
Arches NP;01/05/2014;165379
Arches NP;01/06/2014;170286
Arches NP;01/07/2014;169844
Arches NP;01/08/2014;173416
Arches NP;01/09/2014;165222
Arches NP;01/10/2014;115545
Arches NP;01/11/2014;46940
Arches NP;01/12/2014;26511
Arches NP;01/01/2015;20699
Arches NP;01/02/2015;34255
Arches NP;01/03/2015;103649
Arches NP;01/04/2015;138903
Arches NP;01/05/2015;179804
Arches NP;01/06/2015;189073
Arches NP;01/07/2015;195748
Arches NP;01/08/2015;173186
Arches NP;01/09/2015;171711
Arches NP;01/10/2015;115859
Arches NP;01/11/2015;49087
Arches NP;01/12/2015;27273
Arches NP;01/01/2016;20311
Arches NP;01/02/2016;33200
Arches NP;01/03/2016;119122
Arches NP;01/04/2016;151112
Arches NP;01/05/2016;201718
Arches NP;01/06/2016;211706
Arches NP;01/07/2016;210359
Arches NP;01/08/2016;188340
Arches NP;01/09/2016;200906
Arches NP;01/10/2016;146250
Arches NP;01/11/2016;69404
Arches NP;01/12/2016;33290
Arches NP;01/01/2017;21549
Arches NP;01/02/2017;38248
Arches NP;01/03/2017;128508
Arches NP;01/04/2017;155286
Arches NP;01/05/2017;188726
Arches NP;01/06/2017;193060
Arches NP;01/07/2017;192767
Arches NP;01/08/2017;177764
Arches NP;01/09/2017;187603
Arches NP;01/10/2017;138325
Arches NP;01/11/2017;72867
Arches NP;01/12/2017;44325
